datetime,generator_1_t+15_pred,generator_1_t+30_pred,generator_1_t+45_pred,generator_1_t+60_pred,generator_1_t+75_pred,generator_1_t+90_pred,generator_1_t+105_pred,generator_1_t+120_pred,generator_1_t+135_pred,generator_1_t+150_pred,generator_1_t+165_pred,generator_1_t+180_pred,generator_1_t+195_pred,generator_1_t+210_pred,generator_1_t+225_pred,generator_1_t+240_pred,generator_1_t+255_pred,generator_1_t+270_pred,generator_1_t+285_pred,generator_1_t+300_pred,generator_1_t+315_pred,generator_1_t+330_pred,generator_1_t+345_pred,generator_1_t+360_pred,generator_1_t+375_pred,generator_1_t+390_pred,generator_1_t+405_pred,generator_1_t+420_pred,generator_1_t+435_pred,generator_1_t+450_pred,generator_1_t+465_pred,generator_1_t+480_pred,generator_1_t+495_pred,generator_1_t+510_pred,generator_1_t+525_pred,generator_1_t+540_pred,generator_1_t+555_pred,generator_1_t+570_pred,generator_1_t+585_pred,generator_1_t+600_pred,generator_1_t+615_pred,generator_1_t+630_pred,generator_1_t+645_pred,generator_1_t+660_pred,generator_1_t+675_pred,generator_1_t+690_pred,generator_1_t+705_pred,generator_1_t+720_pred,generator_1_t+735_pred,generator_1_t+750_pred,generator_1_t+765_pred,generator_1_t+780_pred,generator_1_t+795_pred,generator_1_t+810_pred,generator_1_t+825_pred,generator_1_t+840_pred,generator_1_t+855_pred,generator_1_t+870_pred,generator_1_t+885_pred,generator_1_t+900_pred,generator_1_t+915_pred,generator_1_t+930_pred,generator_1_t+945_pred,generator_1_t+960_pred,generator_1_t+975_pred,generator_1_t+990_pred,generator_1_t+1005_pred,generator_1_t+1020_pred,generator_1_t+1035_pred,generator_1_t+1050_pred,generator_1_t+1065_pred,generator_1_t+1080_pred,generator_1_t+1095_pred,generator_1_t+1110_pred,generator_1_t+1125_pred,generator_1_t+1140_pred,generator_1_t+1155_pred,generator_1_t+1170_pred,generator_1_t+1185_pred,generator_1_t+1200_pred,generator_1_t+1215_pred,generator_1_t+1230_pred,generator_1_t+1245_pred,generator_1_t+1260_pred,generator_1_t+1275_pred,generator_1_t+1290_pred,generator_1_t+1305_pred,generator_1_t+1320_pred,generator_1_t+1335_pred,generator_1_t+1350_pred,generator_1_t+1365_pred,generator_1_t+1380_pred,generator_1_t+1395_pred,generator_1_t+1410_pred,generator_1_t+1425_pred,generator_1_t+1440_pred,generator_all_t+15_pred,generator_all_t+30_pred,generator_all_t+45_pred,generator_all_t+60_pred,generator_all_t+75_pred,generator_all_t+90_pred,generator_all_t+105_pred,generator_all_t+120_pred,generator_all_t+135_pred,generator_all_t+150_pred,generator_all_t+165_pred,generator_all_t+180_pred,generator_all_t+195_pred,generator_all_t+210_pred,generator_all_t+225_pred,generator_all_t+240_pred,generator_all_t+255_pred,generator_all_t+270_pred,generator_all_t+285_pred,generator_all_t+300_pred,generator_all_t+315_pred,generator_all_t+330_pred,generator_all_t+345_pred,generator_all_t+360_pred,generator_all_t+375_pred,generator_all_t+390_pred,generator_all_t+405_pred,generator_all_t+420_pred,generator_all_t+435_pred,generator_all_t+450_pred,generator_all_t+465_pred,generator_all_t+480_pred,generator_all_t+495_pred,generator_all_t+510_pred,generator_all_t+525_pred,generator_all_t+540_pred,generator_all_t+555_pred,generator_all_t+570_pred,generator_all_t+585_pred,generator_all_t+600_pred,generator_all_t+615_pred,generator_all_t+630_pred,generator_all_t+645_pred,generator_all_t+660_pred,generator_all_t+675_pred,generator_all_t+690_pred,generator_all_t+705_pred,generator_all_t+720_pred,generator_all_t+735_pred,generator_all_t+750_pred,generator_all_t+765_pred,generator_all_t+780_pred,generator_all_t+795_pred,generator_all_t+810_pred,generator_all_t+825_pred,generator_all_t+840_pred,generator_all_t+855_pred,generator_all_t+870_pred,generator_all_t+885_pred,generator_all_t+900_pred,generator_all_t+915_pred,generator_all_t+930_pred,generator_all_t+945_pred,generator_all_t+960_pred,generator_all_t+975_pred,generator_all_t+990_pred,generator_all_t+1005_pred,generator_all_t+1020_pred,generator_all_t+1035_pred,generator_all_t+1050_pred,generator_all_t+1065_pred,generator_all_t+1080_pred,generator_all_t+1095_pred,generator_all_t+1110_pred,generator_all_t+1125_pred,generator_all_t+1140_pred,generator_all_t+1155_pred,generator_all_t+1170_pred,generator_all_t+1185_pred,generator_all_t+1200_pred,generator_all_t+1215_pred,generator_all_t+1230_pred,generator_all_t+1245_pred,generator_all_t+1260_pred,generator_all_t+1275_pred,generator_all_t+1290_pred,generator_all_t+1305_pred,generator_all_t+1320_pred,generator_all_t+1335_pred,generator_all_t+1350_pred,generator_all_t+1365_pred,generator_all_t+1380_pred,generator_all_t+1395_pred,generator_all_t+1410_pred,generator_all_t+1425_pred,generator_all_t+1440_pred
2025-05-01 13:30:00,92.651525,92.671533,97.978301,99.180640,100.336413,99.188776,99.045431,99.058378,104.189982,102.391530,101.566219,101.311669,100.716850,100.295918,101.367824,102.232675,104.031766,104.733099,100.933839,101.777491,97.864780,98.056604,96.561623,95.335215,93.738311,94.969256,93.455284,97.600460,96.594434,96.425614,96.768734,96.223053,96.726430,95.893803,96.060122,96.480805,96.480835,95.921662,95.385780,95.738396,96.331763,97.120995,96.274915,96.511171,96.694449,96.780282,96.603069,98.674266,102.321133,101.852085,101.124299,102.027042,102.559880,102.843910,102.367366,103.536048,103.564982,104.286844,102.890641,101.678450,102.109138,101.111182,104.492412,105.396958,104.756410,105.646456,106.604479,105.032582,103.908113,102.240896,103.216815,100.295819,98.595564,100.018096,100.667350,99.685834,103.241945,105.549563,104.852007,104.256983,106.320361,106.644115,104.079450,101.901127,99.789973,100.303233,104.072539,102.289637,102.462524,102.248712,100.048925,100.524806,97.760355,99.063176,97.771750,98.359531,273.518053,272.590948,275.007460,274.673790,278.210884,281.156115,280.499236,286.033173,293.644037,291.807101,290.925123,290.748819,292.915912,296.357609,299.052009,301.536224,300.576133,301.540319,303.013888,302.036127,301.084060,297.514709,296.202049,298.091565,304.362796,302.897581,295.890585,296.570870,297.344687,295.270790,293.949889,291.839768,295.723882,294.292181,297.254908,297.587263,297.280110,297.509661,298.577867,297.405923,296.838078,299.710451,299.264859,299.981158,300.237167,298.217989,299.814047,299.276612,306.695326,309.621302,303.985163,304.498775,307.618098,304.356540,300.224494,301.282376,299.702448,303.719542,299.343249,302.761282,301.289432,303.747991,305.585720,304.838938,307.094445,309.183658,308.706310,316.512995,315.287080,314.849442,315.987497,312.759382,311.732706,313.855854,312.655307,320.704223,320.882074,322.611996,325.601794,320.728961,319.208682,314.347458,310.016035,312.929925,313.936671,309.270802,312.417766,310.871577,313.294492,312.961239,309.694577,310.435074,310.092163,309.304029,303.931983,306.139687
2025-05-01 13:45:00,94.315283,93.553251,101.179413,102.154965,101.310622,100.775986,100.628081,101.235275,103.800535,102.972948,102.640970,102.074790,101.313365,102.661891,103.417803,105.296327,105.899450,102.122732,103.104135,99.160672,99.315118,97.798411,96.594200,95.873296,97.086850,95.190127,99.038964,97.606521,98.080829,98.244999,96.954004,97.948326,97.837449,97.681033,97.606099,97.611009,98.066792,97.065188,96.522327,98.346164,98.025010,98.220873,97.959736,97.992658,98.471422,98.116013,100.620999,102.406258,104.020591,102.927546,103.485155,104.362490,104.743388,103.794009,104.885464,105.752928,105.986988,104.938776,103.625304,103.903463,102.501333,106.663262,106.648834,106.605525,107.345966,107.961619,106.896278,105.145868,104.090095,105.095764,101.910349,100.537662,101.237144,102.298943,100.875441,105.035443,107.580691,105.963931,106.288557,107.578161,108.229177,106.242132,103.513883,101.605800,101.932745,106.038247,103.721121,104.240988,103.292549,101.962176,102.627932,99.559946,100.675977,100.178751,99.777437,103.111273,277.422605,279.044104,286.522713,285.399104,287.671918,287.987703,290.890631,290.780232,298.488882,296.377949,296.506448,296.818754,301.122724,304.259621,304.640631,307.073398,304.486062,303.481679,305.771442,302.281894,306.411391,302.371517,298.335347,303.119241,303.042105,297.751718,296.835475,296.560518,298.432812,297.361172,297.225000,296.919311,296.341575,298.045214,300.244477,298.680808,300.888982,298.953274,296.963053,298.954338,299.838506,300.482893,301.521530,298.858327,302.439997,300.284679,300.877469,305.411500,310.427759,306.163016,306.013652,303.753563,306.613930,304.220512,299.018680,301.788972,300.934306,302.281043,302.694788,304.253577,302.365369,305.062080,306.119538,309.334102,308.831044,313.479785,316.302043,318.767713,316.768263,315.179619,314.170545,314.301177,312.874003,312.958586,320.802972,325.492762,325.165201,322.887280,324.300630,320.727521,316.184084,310.936179,313.136987,313.133504,312.766393,310.225492,311.698335,312.256104,310.972852,311.163920,314.736276,312.632600,310.169227,308.812188,305.737762,313.887583
2025-05-01 14:00:00,94.001489,94.619943,101.999380,100.873373,100.695733,100.216445,100.654679,100.867693,102.752428,102.500029,101.965546,101.358314,102.497439,103.442457,105.308563,105.990977,102.250047,103.279157,99.233004,99.237207,97.517491,96.289551,95.662102,96.387250,95.047772,98.527898,97.400482,97.571546,97.800001,97.028760,97.374750,97.308060,97.772993,97.321235,97.140551,97.568083,97.502737,96.693372,97.721983,98.645877,97.842395,98.305255,97.633453,98.146399,98.084841,100.364958,102.637550,101.996148,103.424785,103.848243,104.489508,104.707028,103.626589,104.624140,105.694186,106.323270,104.415910,103.697945,104.388413,102.827211,106.890089,107.723380,106.537865,107.605928,108.277395,106.956169,105.467101,104.022805,104.927835,102.609949,100.660056,101.445763,102.177410,101.279403,104.513457,107.415823,106.284250,106.237240,108.089337,107.598536,105.935373,103.599081,101.930998,101.694357,106.173430,103.463534,104.347718,103.666749,101.601930,102.821103,99.546309,100.082062,100.064519,100.395250,102.494892,100.685426,285.149355,288.841451,295.755317,296.260209,297.468030,294.554170,298.518771,298.036526,301.261834,301.247369,302.318605,303.860054,306.992843,310.465231,310.374665,311.904458,307.332406,309.448196,305.838356,307.412522,308.580667,305.650455,302.995142,306.598612,300.222122,300.877249,299.042840,300.363089,300.209294,300.426857,301.202020,299.171517,301.914366,303.248277,304.325197,303.564940,303.874643,300.481810,299.472492,303.631449,303.185854,304.861489,301.276422,302.335992,305.866312,301.877840,308.310195,308.950464,309.579926,310.294550,308.573247,305.692107,307.720976,303.724557,302.210419,305.334405,300.399055,305.834786,305.778187,307.185932,306.310073,306.849205,310.742353,312.174673,311.581991,321.064147,319.646042,322.048563,322.839018,318.168139,318.353380,317.162939,315.033512,320.476187,327.048246,329.337465,327.574916,324.220087,326.215950,321.708490,315.492236,315.254505,315.733121,314.148400,315.743143,314.117959,318.038951,311.623898,312.800693,316.730741,314.530049,313.020859,312.821965,312.910770,312.707349,315.740257
2025-05-01 14:15:00,95.276017,95.369274,101.562643,101.080389,100.918994,100.961277,100.979994,100.585195,103.161118,102.621699,101.940512,103.198451,104.012697,106.048962,106.681352,102.956847,103.829097,99.961503,99.887449,98.440357,97.103241,96.325829,96.980904,95.681261,99.460013,97.563535,97.770250,98.289878,97.787362,98.008135,97.371190,98.170910,98.267850,97.320350,97.769412,97.716952,97.876447,98.156653,98.510298,98.829661,98.354088,98.595216,98.507816,98.400484,100.922644,102.937270,102.696718,101.699233,104.619793,105.404260,105.368984,104.462987,105.114054,105.944866,106.254917,105.884873,103.774232,104.939473,103.826319,106.800183,107.725794,107.461484,107.719723,108.378919,107.359776,105.986973,104.565182,105.407211,102.656915,101.256593,102.030040,102.989117,101.586947,105.304719,107.236848,106.380113,106.858001,108.487858,108.560443,105.507361,103.844047,102.178530,102.593825,106.244716,104.101129,104.770393,103.478195,102.143754,102.336261,99.640271,100.676656,100.370604,100.837930,103.698926,101.230738,103.120789,288.266578,288.176310,293.041004,295.599849,296.082948,296.477719,301.559364,299.531943,302.705605,303.312806,306.840181,308.970057,311.454360,314.041145,313.620837,313.138649,312.160090,307.366831,308.392870,308.816865,309.030906,307.809292,302.448285,305.657160,301.465142,299.556203,300.129154,299.397116,301.525804,301.437091,299.515660,302.113136,305.517902,305.569684,307.745723,305.125970,303.501808,301.571336,301.833398,305.045082,306.202472,303.553156,303.564880,303.430398,304.924054,307.457517,308.922533,306.174523,312.635631,311.066635,308.541986,306.541375,307.441784,305.920197,302.796596,301.865771,303.007910,306.115873,306.490507,306.161872,304.232247,307.800061,312.313529,314.656121,317.554152,321.979849,321.158903,324.171638,319.528623,320.401360,318.905646,315.229631,321.354967,324.274505,326.773697,327.526731,324.549963,325.026586,322.119397,316.382538,317.919391,315.910972,315.940284,313.108000,316.226424,318.246376,313.321962,311.074836,315.422803,317.721530,317.100619,312.760477,312.963461,317.652342,318.085825,317.456086
2025-05-01 14:30:00,96.287690,96.371171,102.012792,101.614341,101.878037,101.590936,101.101670,101.801286,103.217460,102.844079,104.057337,104.968172,106.752289,107.532415,103.805734,104.721788,100.563323,100.729404,99.291220,98.121494,97.162009,97.813054,96.472665,99.155817,98.856526,98.499659,98.891247,98.403493,98.973463,98.760945,98.604027,98.909003,98.856022,98.443202,98.079497,98.301535,99.632246,99.270270,99.036547,99.800060,99.160760,99.577116,99.043996,101.684095,103.942756,103.609520,102.715385,103.152514,106.453885,106.813795,105.481690,106.208470,106.444172,107.011236,106.032181,105.347287,105.221810,104.891655,108.487519,108.265239,108.045481,109.166606,109.230490,107.902036,106.949534,105.669662,106.093413,103.241636,102.199802,103.228338,104.060345,103.002018,106.004491,108.294174,107.362713,107.534062,109.684653,108.940707,106.996191,104.546862,102.622149,103.337548,107.965844,104.595663,105.354508,104.682890,102.331279,103.740469,100.598994,101.441713,101.325109,100.946166,104.531438,102.247254,104.199087,104.318458,311.535491,316.165374,323.488233,319.749447,319.722821,312.128028,315.337279,313.396602,313.285322,315.043960,318.056653,319.901245,319.593871,320.798952,319.235727,320.612654,315.242973,315.039301,315.425942,315.405922,315.211176,312.577397,308.052252,311.909206,307.308549,305.083530,305.380208,306.520300,308.213574,308.098201,308.997956,311.410845,313.743275,313.350413,315.143504,310.578638,312.329167,310.503034,310.994661,313.808677,309.565361,311.851881,313.000470,308.828309,316.524280,314.940072,313.134121,313.990270,316.441301,317.064645,314.408104,310.221329,313.513794,310.105389,305.536617,310.038214,307.980196,312.205805,310.655218,311.081751,314.915704,316.247731,320.594949,326.735745,323.321824,325.837686,324.632015,325.978937,323.718575,320.975760,322.377315,326.298184,330.836745,331.673511,334.589390,331.661715,332.465371,327.387594,323.300844,323.929165,324.695542,321.742353,320.737086,319.367917,323.221491,321.139993,317.317215,317.300793,322.273685,322.252984,320.136204,320.165108,324.391759,324.647899,323.293229,328.901342
2025-05-01 14:45:00,96.601351,96.491041,101.454474,101.506330,101.460332,100.663448,101.215465,102.161591,102.755416,104.016411,104.925790,106.871360,107.529360,103.881513,104.567217,100.665166,100.733745,99.357321,97.959340,97.202992,97.915476,96.538177,99.156501,98.249563,98.492254,98.980913,97.819087,98.658678,98.540856,98.965942,98.240094,98.228886,98.642209,97.703373,97.775469,98.892352,99.347373,98.647337,98.706913,99.219622,99.234094,98.975900,101.262120,103.721342,103.574222,103.067849,103.396026,103.897151,107.201202,105.998750,106.658717,107.248526,107.293356,106.150901,105.151491,106.485378,104.780565,108.391614,109.362382,108.469906,109.368134,110.162637,108.407442,106.457190,105.639096,106.586118,103.459936,101.966869,103.298045,104.482418,102.850695,106.666169,108.455267,107.299902,107.654930,109.564007,109.229423,106.993634,104.853909,102.597399,103.309519,107.409158,105.282885,104.933894,104.322642,103.109262,103.403301,100.480549,101.171474,100.911863,100.829308,103.998246,101.853455,103.967146,104.308458,103.632426,326.878381,329.821842,335.198893,333.463544,329.063485,322.996984,322.005312,319.877665,321.861301,324.058737,325.166213,328.537505,325.466843,325.218100,324.856231,321.771884,319.888017,317.706242,318.694497,320.661334,317.949321,313.800287,312.671035,311.170995,306.979489,305.923515,306.291487,307.558479,308.022836,310.964092,311.957783,310.924600,315.331069,313.537858,311.698616,308.844043,311.895492,310.457082,313.142077,309.994042,308.106821,308.925198,312.906924,316.462760,318.163477,313.491628,313.656293,313.351300,312.841407,315.301244,312.081559,312.436233,313.877892,307.594698,309.137523,311.788513,312.675275,314.337733,314.235122,315.341708,315.579747,320.121404,325.563446,329.073532,327.338103,329.044769,324.429531,323.707499,325.927893,324.221502,328.380636,329.996351,337.598992,337.790383,336.942733,334.711642,331.537777,325.845759,330.615990,326.519748,326.405796,320.520174,323.217156,325.545318,322.284686,320.295591,319.056374,319.825337,319.860377,321.483232,321.566832,326.128767,327.887332,330.032439,330.414985,335.392920
2025-05-01 15:00:00,99.541746,99.608312,103.138208,102.871046,102.104258,102.461250,103.128339,102.799750,105.070247,105.985241,107.207800,107.978528,104.584107,105.200010,101.581772,101.670053,100.121404,98.733944,97.975971,98.573022,97.182410,99.576079,98.594166,98.892642,100.405691,99.881665,99.949752,99.882839,100.365700,100.528954,99.582318,100.226851,99.860904,98.975227,100.472344,100.964387,100.656833,100.135914,100.405665,101.711992,100.787439,103.361774,105.445603,105.226123,104.398437,104.918652,105.636188,105.783205,106.681221,107.514242,107.977743,107.750495,106.299352,105.448385,105.856002,105.566342,109.137917,110.088021,109.652498,110.288389,110.233403,109.071735,107.213564,105.718980,106.947480,104.241114,102.397401,103.687410,105.352065,103.890126,107.124712,110.024494,107.604187,107.636990,110.145805,109.805239,107.463128,105.122990,103.708090,103.970037,108.325144,105.424531,106.192894,104.733591,102.898814,104.053368,100.734611,101.997248,101.117851,101.189681,104.816603,101.941738,104.828448,105.221693,105.141683,105.498394,328.224431,328.963024,334.453826,331.010502,330.004250,326.486463,324.350058,323.648788,328.369162,330.630033,332.282511,331.699954,328.601107,330.198738,325.329921,324.862855,325.590005,322.882029,325.339112,325.984238,320.951467,319.723891,317.550580,317.605246,310.258967,309.501568,311.471766,309.634219,313.301426,316.617386,314.729200,314.847814,317.417391,313.468592,312.443587,312.247703,312.548069,312.250837,312.511964,313.134484,311.557478,311.210954,320.031652,321.583209,318.714557,316.769318,316.371676,314.703900,310.831422,313.096750,314.216085,314.751043,314.021442,314.196925,313.145661,314.505406,312.254425,315.809840,318.335906,317.488366,319.071346,328.081180,327.832309,330.045465,327.806104,325.194042,321.916040,325.131521,324.299235,328.929406,330.465079,333.879194,337.805082,335.261804,337.333352,333.300966,329.317409,326.227457,331.083516,324.593203,320.761637,320.944479,323.159116,318.760885,319.509330,319.490267,319.950113,319.176085,315.536170,317.217026,321.172703,322.435811,324.488389,328.955246,328.139929,333.764210
2025-05-01 15:15:00,101.321989,101.518989,104.068197,103.030018,103.725605,104.251949,103.622956,104.631434,107.026237,108.283565,109.110654,105.718581,106.213107,102.575885,102.548112,100.891281,99.662268,98.855306,99.533161,98.105918,100.517976,99.505886,99.739009,100.052544,100.541127,101.127967,100.861515,101.623400,101.538123,101.460249,100.845748,100.855581,100.997816,100.848172,101.948648,101.826171,101.837836,101.457129,101.906813,102.557800,104.381886,106.788088,106.139647,105.441334,105.945271,106.562654,107.012627,105.615850,107.221794,108.393538,108.888462,107.060756,105.998781,106.550747,105.730216,110.371517,110.481179,109.953398,110.821433,111.040724,109.367546,107.880261,106.617131,107.544177,104.664176,103.368061,104.464387,105.475603,104.677024,108.089174,109.996294,108.974651,108.309438,110.099409,110.361574,108.284427,106.066355,104.316622,104.837446,108.897591,106.646228,106.731400,106.101564,103.468642,104.310407,102.183996,102.100222,101.847558,102.082118,105.307244,103.794542,105.674026,106.109798,105.876090,107.226646,107.327808,327.167388,327.534700,328.233812,325.365964,325.177142,321.634320,322.355057,317.723741,325.136123,327.473646,327.367675,326.404267,326.787695,323.074890,323.689707,324.852754,323.888554,322.068993,324.425426,321.564192,320.658274,316.494266,318.411074,316.436634,310.432341,311.474931,312.566446,314.440259,317.700531,319.928007,317.709486,317.269460,317.893033,314.471832,314.128335,313.159945,314.452384,311.126152,314.010077,314.777656,312.578512,317.762630,321.655557,318.874350,319.459783,317.433047,316.649805,314.256501,307.848017,312.936183,312.859514,312.728344,317.066472,316.097491,313.741089,316.667184,314.052133,320.186749,322.036075,321.970131,324.350693,329.431626,328.003003,331.104541,325.875956,324.084534,321.812763,323.863708,329.186800,332.390537,333.056157,334.694719,334.942367,332.334166,333.049667,324.958061,327.441050,324.634257,324.254409,320.275284,317.043571,319.128201,316.146415,315.946053,318.761452,320.434459,320.290662,316.485206,317.360293,325.340508,326.048931,325.538976,330.171505,334.177870,330.824499,329.645421
2025-05-01 15:30:00,105.626977,105.199165,106.078295,106.993612,107.662335,106.810757,107.372843,107.607541,110.527066,111.438683,108.125582,108.757363,104.958078,105.084297,103.311887,102.155091,101.417893,101.907499,100.528509,102.852615,101.932755,102.111367,102.518350,102.309242,103.766894,103.455290,103.558447,104.104782,103.144062,103.682280,102.652749,102.756774,103.858539,103.361672,103.704592,104.357873,104.111470,104.137943,103.785499,107.136237,108.738779,108.619335,107.476622,108.181023,108.797968,109.303393,108.146636,108.690392,109.172806,110.162056,108.511811,107.369391,107.616768,106.534021,110.962013,112.008685,110.702519,111.173678,111.577871,110.208378,108.415739,107.207813,108.319540,105.709965,104.181553,105.817608,106.640143,105.855120,108.849202,111.427933,109.524586,109.417687,111.504379,110.828259,108.937743,106.733606,104.999277,105.486990,110.155087,107.211539,107.872588,106.739345,104.858207,105.405994,102.713792,103.726964,102.932321,102.887646,106.672767,103.810463,107.215334,107.126520,106.781757,108.140438,108.148269,106.382922,333.628913,331.464860,330.617495,328.182974,328.280116,327.881046,328.194073,323.561021,330.704588,330.281783,328.224239,329.339675,323.917380,324.037075,324.859510,323.509437,325.525248,323.228755,320.583918,321.711229,319.026662,317.483256,316.964163,316.002044,308.244436,308.341373,312.311610,313.423753,313.363959,318.143158,316.984957,314.202386,314.889851,312.826962,313.699569,312.027648,310.738605,311.135981,313.853316,312.459768,316.789441,317.936098,318.514873,317.020058,317.387293,314.399088,312.995105,309.107559,310.816811,315.040894,312.887794,316.633256,317.827576,317.602247,312.438147,312.546780,312.485774,319.465258,323.694104,329.284001,327.076677,331.068549,330.777988,329.257938,328.173954,326.925377,321.834917,331.789902,334.007080,335.490439,337.085365,332.058691,335.097970,331.230887,327.549288,326.582357,325.721295,323.048714,321.567789,321.560509,319.574830,314.893439,313.797714,315.972520,320.058170,321.181611,321.221011,318.515319,322.125742,326.452690,324.879544,328.192872,331.348848,334.054657,325.888330,322.599066
2025-05-01 15:45:00,103.302831,102.963438,104.988291,105.694566,105.025380,105.725780,106.156958,105.456288,109.966944,106.618939,107.088452,103.481454,103.484951,101.899609,100.537044,100.064098,100.717759,98.903660,101.452200,100.273412,100.394643,100.844749,100.594775,100.764733,101.113841,102.114942,102.119246,102.190000,102.034219,101.885935,101.323813,102.403242,103.142406,101.906727,102.350845,103.028793,102.779516,102.304807,105.059403,107.614280,106.705671,106.096243,106.537665,107.457067,107.565009,106.512063,107.425140,107.700124,108.393687,107.419013,106.035053,106.696664,105.859790,110.153743,110.750266,109.949389,110.266784,111.072844,109.778912,108.031378,106.992274,108.192547,105.267405,103.530851,104.621359,106.039272,104.738430,108.115076,110.181089,108.424437,108.395010,110.319396,110.149232,107.923279,105.793535,104.608410,104.704268,108.902895,106.581303,107.344693,106.193097,103.851182,104.633881,101.345171,102.203369,102.377134,101.897962,105.423450,103.062648,105.159221,105.858625,105.875557,106.224705,107.080930,105.311666,104.514067,329.221999,328.362702,328.299240,326.827538,326.093288,325.245822,325.476448,319.983890,327.628307,327.033623,327.111240,323.761743,322.951848,323.986485,324.741861,325.787185,324.663825,319.847811,321.940545,321.227021,319.478674,317.020360,318.969769,317.624373,307.803413,310.206887,314.600693,316.915657,316.864390,319.969629,315.678854,314.569173,315.210012,312.850719,314.184410,310.626172,311.190772,311.750853,313.194135,315.671768,318.333964,314.956870,316.924326,317.097408,316.687929,313.237377,310.354338,310.449572,308.604558,312.511283,312.368261,317.365280,318.537112,317.093281,310.624279,314.353757,315.804351,319.361513,329.048731,327.544801,326.524363,329.302679,326.288905,329.025893,325.427929,322.912766,327.692834,332.102671,333.502715,334.477432,332.609294,332.593947,328.304722,325.295921,326.265896,324.027988,322.016560,320.732928,319.076488,319.657839,313.435509,309.977540,312.972679,315.637657,318.026038,320.270916,317.999869,320.690061,321.174240,323.437644,329.311295,329.116991,333.197172,330.268103,320.105208,320.404176
2025-05-01 16:00:00,97.928878,98.354814,101.911333,101.512540,102.147610,102.387812,102.449928,103.229122,104.528562,104.951117,101.265661,101.496150,100.012884,98.913691,98.298191,99.023332,97.573846,99.982870,98.754043,98.828636,99.126023,98.864091,99.154152,99.057349,98.320131,98.707286,99.039097,99.449857,98.984589,98.851298,99.611496,100.095504,100.152496,100.084309,99.619196,100.401199,99.676734,101.928309,104.331161,104.505602,103.236678,103.979706,104.594972,104.723356,103.830613,104.379918,105.175131,105.158955,105.244954,104.927170,105.212736,104.321919,108.102906,108.414078,107.997317,109.301019,108.975278,108.606355,107.358475,105.606221,105.774462,103.373372,101.910649,102.846022,103.534368,102.959076,106.296262,108.333316,107.474707,107.074368,109.280221,108.833015,106.892402,104.501371,102.209372,103.011825,107.146974,105.094425,105.375704,104.650729,102.251774,103.199401,100.362309,100.673604,100.718718,100.571432,102.893712,101.112631,103.152860,103.436736,103.665630,104.732264,105.169847,103.777127,103.293409,101.459214,319.596896,318.483072,317.918738,320.374553,323.546368,321.594856,323.271715,322.032975,323.547018,324.125746,320.484857,319.861313,316.755901,317.313243,315.028087,317.160669,309.982951,309.023803,309.513307,310.385175,308.693206,306.548251,309.926706,307.299769,302.829322,306.373055,308.337703,308.773661,306.830914,307.291176,306.255611,304.932680,305.847911,305.574558,304.502643,303.711170,302.419400,301.279631,308.714868,307.347259,303.374943,304.420886,306.845433,304.719012,304.572503,300.603163,301.873852,305.039611,300.698079,306.846373,308.730601,312.668912,312.086456,310.301932,310.304177,312.385714,312.562546,321.511407,323.908303,325.159081,322.096509,321.694100,321.363981,321.772013,322.414736,325.077162,330.393486,331.842556,334.943861,330.025028,332.370635,329.953105,322.998767,325.418754,324.772412,319.361182,316.776830,316.035832,320.202075,311.764487,307.498003,309.776986,308.338907,308.535786,314.152455,313.684062,314.519731,314.434561,315.572588,322.821106,326.505570,326.815069,326.000151,320.348700,318.445322,311.309697
